phone_number,radius_of_gyration,location_entropy,peak_commute_ratio,rail_transit_proximity,unique_anchors,total_data_volume_mb,total_voice_duration_secs,sms_to_voice_ratio,activity_ratio,night_activity_ratio,weekend_ratio,avg_voice_duration,voice_activity_density,sms_activity_density,active_days,hour_entropy,unique_contacts,contact_entropy,incoming_outgoing_ratio,avg_call_duration,avg_response_delay
+919820000011,0.01210864833511059,3.969377403671604,0.5542168674698795,0.5561797752808989,81,0,0,0.0,0.0,0.38202247191011235,0.21910112359550563,0,0.0,0.0,14,4.467903181981084,17,3.388061412104501,0.0,100.05376344086021,29.57305513905727
+919820000012,0.09480154771278858,4.771055832913681,0.6483516483516484,0.31958762886597936,108,0,0,0.0,0.0,0.32989690721649484,0.29381443298969073,0,0.0,0.0,14,4.5039220399435855,15,3.1890175292089857,0.0,57.475083056478404,19.004123623753028
+919820000013,0.08136176704930494,4.984465544360117,0.6309523809523809,0.4744897959183674,115,0,0,0.0,0.0,0.34183673469387754,0.23979591836734693,0,0.0,0.0,14,4.5432429156492535,12,3.012401053042705,0.0,52.00355871886121,15.70435852865834
+919820000014,0.015383694055050181,4.430718398329055,0.5925925925925926,0.17801047120418848,94,0,0,0.0,0.0,0.2879581151832461,0.3089005235602094,0,0.0,0.0,14,4.5305206825501765,5,1.9486673867382023,0.0,72.4625850340136,27.856105836275542
+919820000015,0.015538896594023391,3.0728772869357397,0.618421052631579,0.5833333333333334,67,0,0,0.0,0.0,0.359375,0.2864583333333333,0,0.0,0.0,14,4.489079575771514,4,1.8968219978069536,0.0,53.177570093457945,23.135191932487235
+919820000016,0.042185344536173695,4.187870883616727,0.6376811594202898,0.4322916666666667,93,0,0,0.0,0.0,0.3645833333333333,0.3020833333333333,0,0.0,0.0,14,4.506510603074288,21,3.424896243437368,0.0,49.66393442622951,13.842434049520728
+919820000017,0.0674899765300617,4.457885198028597,0.6404494382022472,0.2358974358974359,100,0,0,0.0,0.0,0.28205128205128205,0.30256410256410254,0,0.0,0.0,14,4.538920795902831,12,3.0296328684093172,0.0,80.40080971659918,24.18655936856581
+919820000018,0.10075123961276627,4.570064634955393,0.618421052631579,0.035897435897435895,102,0,0,0.0,0.0,0.35384615384615387,0.30256410256410254,0,0.0,0.0,14,4.543400382648102,11,3.1329537013911812,0.0,46.88212927756654,16.715187489946466
+919820000019,0.027424764968352017,4.046678795602285,0.6049382716049383,0.5888888888888889,85,0,0,0.0,0.0,0.35555555555555557,0.26666666666666666,0,0.0,0.0,14,4.532224711040282,8,2.733402815291707,0.0,59.40594059405941,31.32588200910904
+919820000020,0.05159174104979851,4.562621367670279,0.6179775280898876,0.6989795918367347,103,0,0,0.0,0.0,0.3112244897959184,0.2653061224489796,0,0.0,0.0,14,4.491731505626324,20,3.441517397409132,0.0,52.91469194312796,20.255301599805293
+919820000021,0.05584401101357982,4.716581063909287,0.5434782608695652,0.698019801980198,111,0,0,0.0,0.0,0.32673267326732675,0.31683168316831684,0,0.0,0.0,14,4.5045271946407155,16,3.3099723360248254,0.0,59.07857142857143,21.111917015495763
+919820000022,0.01733253357167032,3.32225436769005,0.7439024390243902,0.515,76,0,0,0.0,0.0,0.325,0.325,0,0.0,0.0,14,4.473195357923771,12,3.122963646666682,0.0,106.02083333333333,25.214127898963646
+919820000023,0.09559834962885158,4.188129828293442,0.5409836065573771,0.26627218934911245,83,0,0,0.0,0.0,0.3609467455621302,0.27218934911242604,0,0.0,0.0,14,4.436773166284004,16,3.1305605903281055,0.0,49.303030303030305,19.55327530567522
+919820000024,0.05475922162283473,4.577560284383356,0.5774647887323944,0.7894736842105263,100,0,0,0.0,0.0,0.3368421052631579,0.25263157894736843,0,0.0,0.0,14,4.508141826517745,13,3.196274203315144,0.0,64.45906432748538,21.30835492479134
+919820000025,0.031068704408231236,4.746613457693245,0.5735294117647058,0.4540229885057471,99,0,0,0.0,0.0,0.3448275862068966,0.28160919540229884,0,0.0,0.0,14,4.527036670832921,10,2.734859858473274,0.0,54.78787878787879,14.692049396509029
+919820000026,0.0501784962628296,4.983310460130373,0.6153846153846154,0.2857142857142857,112,0,0,0.0,0.0,0.2653061224489796,0.25510204081632654,0,0.0,0.0,14,4.460659031661944,18,3.5290210002504105,0.0,77.64143426294821,17.356151797860928
+919820000027,0.04319140412442069,4.752039769698615,0.6867469879518072,0.36507936507936506,106,0,0,0.0,0.0,0.291005291005291,0.291005291005291,0,0.0,0.0,14,4.5383208434773765,16,3.3147677301922096,0.0,49.54271356783919,31.117070163712523
+919820000028,0.03662347757325721,4.772537508779412,0.631578947368421,0.5628415300546448,103,0,0,0.0,0.0,0.34972677595628415,0.2896174863387978,0,0.0,0.0,14,4.4959885404051105,17,3.3466596585333224,0.0,52.48663101604278,23.682574421006283
+919820000029,0.04962271061636251,4.550484925613696,0.5714285714285714,0.6432160804020101,104,0,0,0.0,0.0,0.33668341708542715,0.31155778894472363,0,0.0,0.0,14,4.478249784522823,14,3.0211025498750654,0.0,58.333333333333336,17.283092264414417
+919820000030,0.08678137697666022,4.441732026895499,0.5698924731182796,0.16393442622950818,96,0,0,0.0,0.0,0.3114754098360656,0.29508196721311475,0,0.0,0.0,14,4.50721854100591,17,3.3351994450863915,0.0,51.64401294498382,18.07778957769688
+919820000031,0.008342876469963198,3.1781697398665245,0.5362318840579711,0.415,68,0,0,0.0,0.0,0.4,0.315,0,0.0,0.0,14,4.466128094364413,8,2.563866327965984,0.0,72.75862068965517,29.306871795728387
+919820000032,0.05741361478571643,5.095145816309763,0.4810126582278481,0.5829145728643216,120,0,0,0.0,0.0,0.3015075376884422,0.2562814070351759,0,0.0,0.0,14,4.452639654472146,17,3.3313303413190973,0.0,50.93910256410256,20.401752428988313
+919820000033,0.021816388553550736,3.332254366247356,0.5189873417721519,0.44,77,0,0,0.0,0.0,0.37,0.315,0,0.0,0.0,14,4.5189372531764915,14,3.036688074583648,0.0,79.7448275862069,26.46649063224814
+919820000034,0.058010240227513485,4.611307882602914,0.5915492957746479,0.5508021390374331,98,0,0,0.0,0.0,0.3689839572192513,0.29411764705882354,0,0.0,0.0,14,4.509144387097014,19,3.6909160690106804,0.0,40.851485148514854,24.99973033240961
+919820000035,0.013562459274633794,3.594248820429483,0.676923076923077,0.3468208092485549,74,0,0,0.0,0.0,0.3179190751445087,0.27167630057803466,0,0.0,0.0,14,4.487916221148375,8,2.5744554862985485,0.0,108.27007299270073,26.93711368420863
+919820000036,0.04258211579502627,4.568273459694344,0.6447368421052632,0.3202247191011236,96,0,0,0.0,0.0,0.25280898876404495,0.29213483146067415,0,0.0,0.0,14,4.461970254491847,11,2.9420237018853586,0.0,54.902325581395345,21.521697090782986
+919820000037,0.033223745927646986,4.338222223267232,0.6265060240963856,0.42857142857142855,99,0,0,0.0,0.0,0.33163265306122447,0.32142857142857145,0,0.0,0.0,14,4.522992024311904,14,3.0599144541775054,0.0,55.175115207373274,17.755215796892102
+919820000038,0.06301203053032967,4.590617397466263,0.5569620253164557,0.25688073394495414,114,0,0,0.0,0.0,0.40825688073394495,0.30275229357798167,0,0.0,0.0,14,4.512583229503322,3,1.2667886313326788,0.0,77.6150234741784,14.863599385841415
+919820000039,0.07522886906309532,4.856550976163232,0.5903614457831325,0.25263157894736843,109,0,0,0.0,0.0,0.3,0.3263157894736842,0,0.0,0.0,14,4.460723992605246,11,2.9186322909616016,0.0,44.74770642201835,25.05579925277089
+919820000040,0.08279923624001229,4.995006728502529,0.5875,0.5279187817258884,115,0,0,0.0,0.0,0.3096446700507614,0.2893401015228426,0,0.0,0.0,14,4.511781233168013,12,3.179307342183093,0.0,48.19090909090909,16.157780824339547
+919820000041,0.020087583356433094,3.9087123497689427,0.49333333333333335,0.7360406091370558,89,0,0,0.0,0.0,0.36548223350253806,0.27411167512690354,0,0.0,0.0,14,4.441592149507359,14,2.830658114577539,0.0,68.50549450549451,19.250218417326185
+919820000042,0.033809500710531015,4.52798477621143,0.5376344086021505,0.786096256684492,99,0,0,0.0,0.0,0.35294117647058826,0.2192513368983957,0,0.0,0.0,14,4.46268832208739,18,3.6429190871189183,0.0,48.151006711409394,16.199111359972193
+919820000043,0.12256390679571603,4.585512456774082,0.5487804878048781,0.538860103626943,103,0,0,0.0,0.0,0.39896373056994816,0.25906735751295334,0,0.0,0.0,14,4.4642620575821415,15,3.2992828490695603,0.0,44.330935251798564,17.4105637101633
+919820000044,0.05233060182139454,4.794377147128811,0.6153846153846154,0.3446327683615819,100,0,0,0.0,0.0,0.3672316384180791,0.24858757062146894,0,0.0,0.0,14,4.484188495010578,16,3.3027224035511162,0.0,55.3481228668942,15.084003317335913
+919820000045,0.019411737076378034,2.7989303231821125,0.6105263157894737,0.12440191387559808,66,0,0,0.0,0.0,0.3349282296650718,0.291866028708134,0,0.0,0.0,14,4.524648725040512,16,3.151414638627155,0.0,82.78666666666666,13.52409607515012
+919820000046,0.10708594868750729,4.627809341093686,0.5538461538461539,0.4166666666666667,99,0,0,0.0,0.0,0.4,0.2722222222222222,0,0.0,0.0,14,4.491869022588727,13,2.9948666524895655,0.0,40.81642512077295,17.72903116797763
+919820000047,0.06981161403863438,4.2065812340595565,0.6222222222222222,0.08247422680412371,95,0,0,0.0,0.0,0.31443298969072164,0.24742268041237114,0,0.0,0.0,14,4.466886169621462,15,3.0067692250060496,0.0,47.49700598802395,21.315112855640407
+919820000048,0.07889500560951396,4.683927267233752,0.5853658536585366,0.2198952879581152,106,0,0,0.0,0.0,0.34554973821989526,0.3507853403141361,0,0.0,0.0,14,4.537153500471118,14,3.265877212626705,0.0,47.5938864628821,33.671900738020454
+919820000049,0.05674582985684042,4.4681416068423125,0.6794871794871795,0.6256410256410256,101,0,0,0.0,0.0,0.3128205128205128,0.3435897435897436,0,0.0,0.0,14,4.49353264104074,13,3.159090789261943,0.0,45.12413793103448,17.309168466686597
+919820000050,0.03863693555352949,4.478398015656028,0.4722222222222222,0.5794871794871795,102,0,0,0.0,0.0,0.31794871794871793,0.29743589743589743,0,0.0,0.0,14,4.472945308874879,12,2.730928135013962,0.0,59.429378531073446,13.602550514097553
+919820000051,0.03840934725891964,4.54683825739122,0.6265060240963856,0.6390243902439025,108,0,0,0.0,0.0,0.3121951219512195,0.2926829268292683,0,0.0,0.0,14,4.496466932459534,14,3.2323031762403485,0.0,56.476470588235294,21.86667247953282
+919820000052,0.08191494200178055,4.661535380522636,0.5909090909090909,0.5025641025641026,105,0,0,0.0,0.0,0.2512820512820513,0.31794871794871793,0,0.0,0.0,14,4.507467411260784,13,3.1012345223663242,0.0,41.659685863874344,24.940332465640317
+919820000053,0.02057212589478525,2.880101152962734,0.6086956521739131,0.5656565656565656,65,0,0,0.0,0.0,0.2777777777777778,0.23232323232323232,0,0.0,0.0,14,4.459031582112398,13,3.045709536895154,0.0,70.72222222222223,14.71952457165688
+919820000054,0.1072997578887099,4.199964146377374,0.5909090909090909,0.3076923076923077,84,0,0,0.0,0.0,0.35502958579881655,0.34911242603550297,0,0.0,0.0,14,4.474997190902187,16,3.6093559153338024,0.0,37.7982062780269,11.15250323492031
+919820000055,0.04714639748514987,4.61669823142527,0.704225352112676,0.5166666666666667,98,0,0,0.0,0.0,0.32222222222222224,0.2722222222222222,0,0.0,0.0,14,4.531736870807231,21,3.7290929704434155,0.0,37.80952380952381,21.095473005089364
+919820000056,0.08152873399244266,4.607166257945455,0.6764705882352942,0.2215909090909091,96,0,0,0.0,0.0,0.3693181818181818,0.30113636363636365,0,0.0,0.0,14,4.448029688435359,12,3.123671140247222,0.0,110.05882352941177,17.266774217179464
+919820000057,0.05326835835562861,4.518932333969121,0.6578947368421053,0.4431818181818182,94,0,0,0.0,0.0,0.2897727272727273,0.2784090909090909,0,0.0,0.0,14,4.434825604742716,14,3.222266735859748,0.0,52.12935323383085,21.964976202647758
+919820000058,0.0765027489479143,4.628923672748372,0.5434782608695652,0.03783783783783784,102,0,0,0.0,0.0,0.32432432432432434,0.31351351351351353,0,0.0,0.0,14,4.476601697500587,19,3.727612270704023,0.0,74.71195652173913,27.860388528917483
+919820000059,0.08928830490171182,4.818669255958065,0.5833333333333334,0.8020833333333334,109,0,0,0.0,0.0,0.3802083333333333,0.2916666666666667,0,0.0,0.0,14,4.5312268351467395,12,3.1009243322876423,0.0,45.75925925925926,23.55959813744818
+919820000060,0.061573816448631205,4.479986808668642,0.647887323943662,0.5470588235294118,92,0,0,0.0,0.0,0.34705882352941175,0.2647058823529412,0,0.0,0.0,14,4.45160370502226,20,3.5394991270763,0.0,62.338403041825096,20.72194389657737
+919820000061,0.10906076993258798,4.88624118174446,0.6067415730337079,0.5736040609137056,113,0,0,0.0,0.0,0.27918781725888325,0.25888324873096447,0,0.0,0.0,14,4.447637964462723,24,3.49208236829891,0.0,41.424749163879596,20.62176267550172
+919820000062,0.09223865430167626,4.640823348523372,0.6153846153846154,0.6651982378854625,117,0,0,0.0,0.0,0.31277533039647576,0.2907488986784141,0,0.0,0.0,14,4.521747393928983,20,3.8570363081465167,0.0,50.677083333333336,28.392785913412606
+919820000063,0.09418554865273014,4.4643810463082705,0.6619718309859155,0.058823529411764705,96,0,0,0.0,0.0,0.39037433155080214,0.32085561497326204,0,0.0,0.0,14,4.517051087911554,15,3.3996419058652316,0.0,36.50570342205323,16.4787737897847
+919820000064,0.018402572444741718,3.3742112730785347,0.6428571428571429,0.5913978494623656,72,0,0,0.0,0.0,0.2903225806451613,0.22580645161290322,0,0.0,0.0,14,4.49451584062707,5,1.905703914681899,0.0,109.5609756097561,15.770738351462159
+919820000065,0.041140770191808534,4.2381176026211405,0.6176470588235294,0.14358974358974358,94,0,0,0.0,0.0,0.41025641025641024,0.2358974358974359,0,0.0,0.0,14,4.447570652687338,19,3.6836857659027706,0.0,41.847328244274806,17.301223467080185
+919820000066,0.10427733511926401,4.726638235442868,0.5172413793103449,0.5,106,0,0,0.0,0.0,0.3177083333333333,0.23958333333333334,0,0.0,0.0,14,4.496198540691692,14,3.2571446694409576,0.0,51.333333333333336,18.09302595218085
+919820000067,0.07064032268379221,4.744925277755993,0.6216216216216216,0.22905027932960895,102,0,0,0.0,0.0,0.36312849162011174,0.2737430167597765,0,0.0,0.0,14,4.486462968220522,13,3.0674703887310155,0.0,51.583333333333336,12.745742846558754
+919820000068,0.04202368321029433,4.288351590648549,0.5974025974025974,0.7989949748743719,96,0,0,0.0,0.0,0.32663316582914576,0.31155778894472363,0,0.0,0.0,14,4.491302164401542,9,2.6277888122604423,0.0,71.25874125874125,34.05263608106897
+919820000069,0.04751532180173449,4.865356834927794,0.6705882352941176,0.24861878453038674,105,0,0,0.0,0.0,0.32044198895027626,0.281767955801105,0,0.0,0.0,14,4.491653223650912,14,3.2208411770244427,0.0,46.35,22.9762067650211
+919820000070,0.05574278465474971,4.507807000706381,0.5,0.4388888888888889,94,0,0,0.0,0.0,0.24444444444444444,0.3,0,0.0,0.0,14,4.497193850775179,17,3.3533094790757345,0.0,51.549549549549546,21.198450572414696
+919820000071,0.08270136363321796,4.575278870366881,0.6162790697674418,0.8518518518518519,101,0,0,0.0,0.0,0.3386243386243386,0.26455026455026454,0,0.0,0.0,14,4.5374716562487105,16,3.482432252487467,0.0,47.18181818181818,25.75897931266345
+919820000072,0.10286561178391648,4.297133656751707,0.6790123456790124,0.44505494505494503,90,0,0,0.0,0.0,0.3021978021978022,0.1978021978021978,0,0.0,0.0,14,4.515024679876916,23,3.5289071194280806,0.0,40.67867867867868,22.771660140150495
+919820000073,0.041857453002663914,4.477773046710867,0.576271186440678,0.7543859649122807,91,0,0,0.0,0.0,0.3333333333333333,0.2982456140350877,0,0.0,0.0,14,4.49220729223369,14,3.3571277179693606,0.0,62.03703703703704,23.82859051737519
+919820000074,0.031231836792417995,4.772862927455364,0.7037037037037037,0.470873786407767,112,0,0,0.0,0.0,0.3640776699029126,0.2621359223300971,0,0.0,0.0,14,4.52352796276233,15,3.3101878114041696,0.0,53.31981981981982,18.730625336148147
+919820000075,0.0908628990138471,4.741873539550073,0.6486486486486487,0.5853658536585366,110,0,0,0.0,0.0,0.33658536585365856,0.2780487804878049,0,0.0,0.0,14,4.51722917500739,7,2.5223863274431633,0.0,77.58278145695364,16.127288035120618
+919820000076,0.06942898941001745,4.608948957497657,0.5733333333333334,0.4624277456647399,91,0,0,0.0,0.0,0.3063583815028902,0.2658959537572254,0,0.0,0.0,14,4.489062762309429,15,3.254321248104906,0.0,39.1531914893617,6.789037091380969
+919820000077,0.047243846197686366,4.21587183936022,0.6966292134831461,0.6505376344086021,92,0,0,0.0,0.0,0.3010752688172043,0.3333333333333333,0,0.0,0.0,14,4.460632559396787,14,3.2280832291940764,0.0,49.11969111969112,21.282531558221763
+919820000078,0.037087710829052004,4.870586910642507,0.7536231884057971,0.5072463768115942,115,0,0,0.0,0.0,0.357487922705314,0.2995169082125604,0,0.0,0.0,14,4.50369403920324,19,3.7083611300660264,0.0,53.48898678414097,21.238155001627206
+919820000079,0.11278751175134247,4.711151776786699,0.6025641025641025,0.4046242774566474,97,0,0,0.0,0.0,0.37572254335260113,0.30057803468208094,0,0.0,0.0,14,4.48141872530814,20,3.640370609594618,0.0,40.18637992831541,12.120119961481825
+919820000080,0.034617240490489615,5.046534690176377,0.6282051282051282,0.7486338797814208,111,0,0,0.0,0.0,0.32786885245901637,0.34972677595628415,0,0.0,0.0,14,4.455781212517717,22,3.666749512260685,0.0,47.84659090909091,16.891410337943718
+919820000081,0.03243425653258883,4.74462762492861,0.5882352941176471,0.18877551020408162,109,0,0,0.0,0.0,0.3163265306122449,0.3112244897959184,0,0.0,0.0,14,4.461546584793844,15,3.2797080286626263,0.0,59.056,24.86858417654792
+919820000082,0.09808720041649187,4.593147188241136,0.6363636363636364,0.07,107,0,0,0.0,0.0,0.37,0.23,0,0.0,0.0,14,4.508482899742001,20,3.30831774905256,0.0,46.74603174603175,20.17296309479115
+919820000083,0.02061643015176579,4.244314177861228,0.6626506024096386,0.5595854922279793,94,0,0,0.0,0.0,0.3471502590673575,0.3005181347150259,0,0.0,0.0,14,4.486509987686964,12,2.9941290420103144,0.0,110.35849056603773,27.02365498492887
+919820000084,0.020500200220961957,3.6630689867511794,0.6136363636363636,0.44660194174757284,87,0,0,0.0,0.0,0.36893203883495146,0.2669902912621359,0,0.0,0.0,14,4.3944807196867695,6,2.138957776174793,0.0,72.12605042016807,24.143428854645816
+919820000085,0.07587473665362414,4.78272385244264,0.5972222222222222,0.5128205128205128,108,0,0,0.0,0.0,0.35384615384615387,0.24102564102564103,0,0.0,0.0,14,4.5202317072634415,17,3.4154459793465906,0.0,61.62337662337662,16.691943856922972
+919820000086,0.03953313367566388,4.674198079344927,0.7294117647058823,0.17346938775510204,108,0,0,0.0,0.0,0.35714285714285715,0.29081632653061223,0,0.0,0.0,14,4.502576823702936,20,3.637339418123327,0.0,49.375,24.441390629121127
+919820000087,0.060130224143024776,4.426475790887779,0.647887323943662,0.38095238095238093,87,0,0,0.0,0.0,0.35714285714285715,0.36904761904761907,0,0.0,0.0,14,4.464184042222877,18,3.60465899021319,0.0,45.096330275229356,17.753575297084502
+919820000088,0.024931884852664815,4.981362789749067,0.72,0.5618556701030928,111,0,0,0.0,0.0,0.32989690721649484,0.29896907216494845,0,0.0,0.0,14,4.503127619835786,13,3.1651193853537825,0.0,42.63636363636363,20.34440754279515
+919820000089,0.06847360143648648,4.441732026895499,0.5411764705882353,0.4808743169398907,96,0,0,0.0,0.0,0.32786885245901637,0.3442622950819672,0,0.0,0.0,14,4.5145519367359945,17,3.528696795935507,0.0,48.040293040293044,21.62828842801476
+919820000090,0.04322532799631096,4.291650918831518,0.5862068965517241,0.4444444444444444,92,0,0,0.0,0.0,0.2804232804232804,0.2857142857142857,0,0.0,0.0,14,4.497615402025685,5,2.1620869536101908,0.0,55.56716417910448,21.179628269486834
+919820000091,0.05120736968841326,4.7810836519929625,0.6329113924050633,0.43956043956043955,102,0,0,0.0,0.0,0.3516483516483517,0.34615384615384615,0,0.0,0.0,14,4.452286358708947,18,3.3470495314989783,0.0,49.475083056478404,13.08833862801153
+919820000092,0.05110487379547117,4.494944348377182,0.6666666666666666,0.1366120218579235,95,0,0,0.0,0.0,0.32786885245901637,0.31693989071038253,0,0.0,0.0,14,4.4512757878816736,18,3.6249020847049884,0.0,48.36451612903226,24.158625230826505
+919820000093,0.037157751784442646,4.247446594021247,0.6,0.30857142857142855,86,0,0,0.0,0.0,0.37142857142857144,0.32,0,0.0,0.0,14,4.494516009180614,17,3.104488281926722,0.0,51.640316205533594,19.464328681465933
+919820000094,0.022225060312802504,4.055729206314062,0.47540983606557374,0.4685714285714286,84,0,0,0.0,0.0,0.3657142857142857,0.3142857142857143,0,0.0,0.0,14,4.446516874979611,10,2.873571800897137,0.0,117.29230769230769,24.61868310838996
+919820000095,0.027388997656927948,3.121614506152693,0.6351351351351351,0.54,72,0,0,0.0,0.0,0.385,0.31,0,0.0,0.0,14,4.52231739423636,6,2.2933968238383473,0.0,83.0,25.457193662015865
+919820000096,0.05421147745866802,5.122145575148948,0.6296296296296297,0.6020408163265306,117,0,0,0.0,0.0,0.37755102040816324,0.23469387755102042,0,0.0,0.0,14,4.487436659009862,15,3.3051872809809524,0.0,46.82462686567164,16.380772332845183
+919820000097,0.057090424726100646,4.019893811503516,0.6352941176470588,0.23923444976076555,97,0,0,0.0,0.0,0.3588516746411483,0.2727272727272727,0,0.0,0.0,14,4.487342597977323,11,2.8925129711728257,0.0,55.554716981132074,16.37846092065999
+919820000098,0.07157417910771309,4.369824538897243,0.5773195876288659,0.35609756097560974,102,0,0,0.0,0.0,0.2780487804878049,0.25365853658536586,0,0.0,0.0,14,4.442392435385394,14,3.395545915989369,0.0,51.92537313432836,16.17667210530524
+919820000099,0.01081117198341754,3.5179244622819694,0.6056338028169014,0.3870967741935484,76,0,0,0.0,0.0,0.3225806451612903,0.2956989247311828,0,0.0,0.0,14,4.476191416985559,4,1.7599971189944592,0.0,64.63333333333334,29.303345372923715
+919820000100,0.0348810219079299,4.285882784627959,0.6025641025641025,0.4692737430167598,90,0,0,0.0,0.0,0.31843575418994413,0.33519553072625696,0,0.0,0.0,14,4.4406134482747,11,2.809133443085755,0.0,67.90983606557377,29.229729606180577
+919820000101,0.014740611041044793,2.765283178735471,0.5308641975308642,0.65625,60,0,0,0.0,0.0,0.3385416666666667,0.265625,0,0.0,0.0,14,4.530299756975157,10,2.691013492493848,0.0,73.89617486338798,24.307676833375712
+919820000102,0.07059103777808287,4.3723917969163235,0.6122448979591837,0.42660550458715596,106,0,0,0.0,0.0,0.3211009174311927,0.2798165137614679,0,0.0,0.0,14,4.540892140263772,13,3.1685599882571616,0.0,55.47986577181208,19.648688086261203
+919820000103,0.027387775237639213,4.739642603265462,0.575,0.37058823529411766,97,0,0,0.0,0.0,0.31176470588235294,0.29411764705882354,0,0.0,0.0,14,4.496681295717634,6,1.9777471542547747,0.0,72.51666666666667,33.436913634787444
+919820000104,0.05805630936323015,4.520386673152391,0.5432098765432098,0.23404255319148937,100,0,0,0.0,0.0,0.3404255319148936,0.2712765957446808,0,0.0,0.0,14,4.529988828484146,21,3.3964209678571495,0.0,46.294670846394986,20.019538944826056
+919820000105,0.028877281248430697,4.576338477484671,0.6447368421052632,0.8022598870056498,95,0,0,0.0,0.0,0.288135593220339,0.327683615819209,0,0.0,0.0,14,4.519440177047928,12,3.2575564143142697,0.0,60.98251748251748,20.519267660950455
+919820000106,0.06768993030057992,4.132764869998163,0.4666666666666667,0.3050847457627119,85,0,0,0.0,0.0,0.3107344632768362,0.3050847457627119,0,0.0,0.0,14,4.4404314807038245,11,2.9833962935057117,0.0,78.92086330935251,29.75971509246434
+919820000107,0.047939094327835,4.638110111679118,0.5408163265306123,0.07575757575757576,105,0,0,0.0,0.0,0.2474747474747475,0.31313131313131315,0,0.0,0.0,14,4.40974851411568,17,3.4472627394910376,0.0,51.89180327868853,16.587904868586122
+919820000108,0.04454731938528044,4.209293516902324,0.5921052631578947,0.3155080213903743,90,0,0,0.0,0.0,0.32085561497326204,0.3315508021390374,0,0.0,0.0,14,4.488766562435292,14,3.036328082072888,0.0,50.29496402877698,11.095648749337762
+919820000109,0.017071633745038495,2.920691811597324,0.6533333333333333,0.34806629834254144,62,0,0,0.0,0.0,0.3149171270718232,0.3259668508287293,0,0.0,0.0,14,4.536590307069665,7,2.3990708795246545,0.0,79.41847826086956,30.125428494800982
+919820000110,0.09912159168691645,5.000267687726538,0.5681818181818182,0.4739583333333333,112,0,0,0.0,0.0,0.2864583333333333,0.28125,0,0.0,0.0,14,4.494964263993264,7,2.46048881837797,0.0,71.87943262411348,26.939036678557372
